"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Arafat R.; Porlezza C.","Arafat, Rana (57216741790); Porlezza, Colin (55577738500)","57216741790; 55577738500","Exploring News Innovations, Journalistic Routines, and Role Perceptions during the COVID-19 Pandemic: A Case Study of Egyptian Journalists","2023","Journalism Studies","24","14","","1775","1796","12","10.1080/1461670X.2023.2192295","https://www.scopus.com/pages/publications/85151420463?origin=resultslist","Drawing on in-depth interviews with 21 Egyptian journalists, this study offers a comprehensive understanding of how the COVID-19 pandemic has reconfigured news work and journalistic routines in Egyptian newsrooms. In so doing, the paper examines the various technical and logistical challenges encountered by Egyptian journalists as well as their changing role perceptions during the emergency health crisis. It further investigates the innovative practices adopted by newsrooms, on both the news content and newsroom levels, to overcome those challenges in terms of sourcing norms, news production routines, and storytelling formats. Findings demonstrate that Egyptian journalists struggled at the beginning of the pandemic, but started to find creative solutions to overcome the many practical and infrastructural challenges. The pandemic accelerated the digitization of editorial news production systems and the unprecedented adoption of news automation and artificial intelligence technologies. More dependence on interactive digital storytelling formats and data visualization tools was reported. Journalistic innovation occurred therefore as recombination of already existing products or services, but not new inventions. In terms of role perception, there was a shift to a more facilitative role, in which science and more quantitatively oriented forms of journalism play a central role. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85151420463"
"Kowal J.; Amstutz C.; Langlotz F.; Talib H.; Ballester M.G.","Kowal, Jens (11639246300); Amstutz, Christoph (6602954006); Langlotz, Frank (55996697800); Talib, Haydar (11640248100); Ballester, Miguel Gonzalez (11639980600)","11639246300; 6602954006; 55996697800; 11640248100; 11639980600","Automated bone contour detection in ultrasound B-mode images for minimally invasive registration in computer-assisted surgery - An in vitro evaluation","2007","International Journal of Medical Robotics and Computer Assisted Surgery","3","4","","341","348","59","10.1002/rcs.160","https://www.scopus.com/pages/publications/38949099766?origin=resultslist","Background: Minimally invasive surgical interventions performed using computer-assisted surgery (CAS) systems require reliable registration methods for pre-operatively acquired patient anatomy representations that are compatible with the minimally invasive paradigm. The use of brightness-mode ultrasound seems to be promising, if associated devices work in a computationally efficient and fully automatic manner. Methods: This paper presents a rapid and fully automatic segmentation approach for ultrasound B-mode images capable of detecting echoes from bony structures. The algorithm focuses on the precise and rapid detection of bone contours usable for minimally invasive registration. The article introduces the image-processing scheme and a set-up enabling a direct comparison between manually digitized reference points and the segmented bone contours. The segmentation accuracy was assessed using cadaveric material. Results: The experimental evaluation revealed results in the same order of magnitude as a pointer-based surface digitization procedure. Conclusion: The suggested segmentation approach provides a reliable means of detecting bony surface patches in ultrasound images. Copyright © 2007 John Wiley & Sons, Ltd.","Article","Final","","Scopus","2-s2.0-38949099766"
"Lew R.; Ulrich T.A.; Boring R.L.","Lew, Roger (24331763500); Ulrich, Thomas A. (37065443700); Boring, Ronald L. (8598661200)","24331763500; 37065443700; 8598661200","Beyond COSS: Human Factors for Whole Plant Management","2020","Advances in Intelligent Systems and Computing","965","","","619","630","3","10.1007/978-3-030-20454-9_61","https://www.scopus.com/pages/publications/85067650176?origin=resultslist","A Computerized Operator Support System (COSS) has been envisioned and prototyped for nuclear power plant (NPP) operations. The COSS supports operator decision making during abnormal events by making use of an online fault-diagnostic system known as PRO-AID. PRO-AID uses existing sensors and confluence equations to detect system faults before plant threshold alarms would alert operators. In a full-scope, full-scale nuclear power plant simulator we demonstrated that early diagnosis in conjunction with computer-based-procedures can assist operators in mitigating faults in circumstances that would normally lead to shutting down the plant. Here we conceive of a computerized plant management system (CPMS) that would complement COSS. COSS is intended to aid in the short-time scale operations of a plant. The CPMS is aimed at supporting longer time-scale activities involving maintenance, calibration, and early warning fault detection. Digitization allows staff to manage and monitor assets remotely without being physically present locally at the equipment under surveillance. This allows for specialization by equipment and systems rather than location. Cyber-physical systems and the industrial internet of things have no shortage of possibilities and promises, but often the benefits come with conflicting considerations: availability may tradeoff with increased cyber risk, increased redundancy may come at the cost of increased complexity, outsourcing engineering requires more communication across organizations and the associated administrative burden. In too many instances, humans tend to fill the gaps between what automation cannot reliably or cost-effectively accomplish. Human-centered design using human factors considers the role of the human as part of a human-machine-system. Our COSS concept examined how a control system, a diagnostic system, expert guidance system, and computer-based procedure system could work in concert to aid operator actions. Here we examine the potential for human factors and human-centered design for whole plant management using a CPMS. A CPMS could serve several valuable functions from providing computerized procedures for field operations to using prognostics for early failure detection, or managing information flows from sensors to business networks, system engineers, cyber-security personnel, and third-party vendors. © 2020, Springer Nature Switzerland AG.","Conference paper","Final","","Scopus","2-s2.0-85067650176"
"Gomathi S.; Rajeswari A.; Kadry S.","Gomathi, S. (58359446600); Rajeswari, A. (58487594700); Kadry, Seifedine (55906598300)","58359446600; 58487594700; 55906598300","Emerging HR practices-digital upskilling: A strategic way of talent management and engagement","2023","Disruptive Artificial Intelligence and Sustainable Human Resource Management: Impacts and Innovations - The Future of HR","","","","51","63","6","","https://www.scopus.com/pages/publications/85168648645?origin=resultslist","Digital upskilling is creating a positive shift and new implications in the field of human resource management. The introduction of digitization in HR practices like automation, artificial intelligence and big data analytics changes the dimensions of work at a greater pace. Therefore, companies are realizing the importance of digital upskilling for their workforce to stay competitive and more productive than before. As a result, it is unavoidable for organizations to effectively plan, manage, engage and retain digital talent. There is a knowledge gap among the employees in developing technological skills to perform their jobs and tasks. Rather than concentrating on hiring and training new employees with expected skills, which is an expensive and hectic process, it is better that the organization identify this knowledge gap and teach additional skills to their existing employees to enrich their performance. This strategy of teaching additional skills to the existing employees is termed 'upskilling'. Upskilling involves continuous learning of skills to adapt to changing environments and avoid becoming obsolete. Digital upskilling refers to teaching technology-oriented skills to employees to meet the demands of the technologies and digitalization involved in their businesses. This paper attempts to review the digital upskilling of the employees in the organization which is a key strategic approach to effectively managing and engaging talent. This paper emphasizes the importance and benefits of digital upskilling in the workplace. The contribution of this paper relies on pointing out some of the effective and successful approaches to developing digital upskilling strategies in organizations. © 2023 River Publishers. All rights reserved.","Book chapter","Final","","Scopus","2-s2.0-85168648645"
"Helmold M.","Helmold, Marc (58104459800)","58104459800","Culture Change Towards New Work Concepts","2021","Management for Professionals","Part F453","","","45","54","0","10.1007/978-3-030-63315-8_4","https://www.scopus.com/pages/publications/85163154041?origin=resultslist","The world of work has been significantly impacted by the COVID-19 pandemic and is undergoing fundamental and structural changes (Lauer, 2020). In addition, global trends, fierce competition on a global scale and climate change are changing the work environment permanently (Helmold, 2020). New Work is the epitome of this transformation. There are many triggers for this development. Digitization, connectivity and globalization as well as demographic change are among the causes of the change in the world of work. The question of how we deal with the megatrend New Work is becoming increasingly important for companies (Evsan, 2020). The reason why is that companies have to compete not only between themselves, they also have to compete for talents and employees. New Work measures and concepts are one opportunity to win this battle for talents (Bergmann, 2019). New technologies, digitization, automation and comprehensive networking mean that certain professions are becoming superfluous. Industrial production has changed radically in recent decades. The new way of thinking, the desire for change, the desire for meaning, personal development but also digitalization and thus also the developments in the field of artificial intelligence will pose more and more people in the “old working world” the question of what they want to do in the future (Bergmann, 2019). The observer quickly ends up with the questions: © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Book chapter","Final","","Scopus","2-s2.0-85163154041"
"Indrakumari R.; Poongodi T.; Sagar S.; Vijayalakshmi","Indrakumari, R. (35778287000); Poongodi, T. (57188842079); Sagar, Shrddha (56664024100); Vijayalakshmi (58674276400)","35778287000; 57188842079; 56664024100; 58674276400","Digital twin technologies for automated vehicles in smart healthcare systems","2023","Digital Twin for Smart Manufacturing","","","","161","184","1","10.1016/B978-0-323-99205-3.00008-0","https://www.scopus.com/pages/publications/85175386303?origin=resultslist","The idea of being comfortable seems appealing to a vast majority of people, from the start humans were always dependent on something. First the tools were invented and with the help of the tools, amazing things were built. From the invention of the wheel to the steam-powered machines and now the introduction of electronic automation, digitization and making intelligent production processes is the need for today’s industry. Industry 4.0 is now the standard by which businesses must measure their progress. It enables businesses to reinvent themselves. Manufacturing systems go beyond simple connections here, communicating, analyzing, and using data to drive more intelligent activities. It combines Internet of Things (IoT), analytics, additive manufacturing, robots, artificial intelligence, sophisticated materials, and augmented reality. The autonomous vehicle (AV) is one of the applications of Industry 4.0. AVs can make passenger transfers more efficient. Furthermore, smart sensors, when combined with cognitive computing and IoT, portray an AV as a cyber-physical system where data from all relevant viewpoints is closely monitored and synced between physical devices and the cyber computational realm. By utilizing sophisticated information analytics, AVs will be able to work more effectively, collaboratively, and resiliently. As a result, AVs might be able to work with Industry 4.0 systems. © 2023 Elsevier Inc. All rights reserved.","Book chapter","Final","","Scopus","2-s2.0-85175386303"
"Sarin P.; Kar A.K.; Kewat K.; Ilavarasan P.V.","Sarin, Pooja (57216735612); Kar, Arpan Kumar (55911169300); Kewat, Kiran (57216741484); Ilavarasan, P. Vigneswara (26638245700)","57216735612; 55911169300; 57216741484; 26638245700","Factors affecting future of work: Insights from Social Media Analytics","2020","Procedia Computer Science","167","","","1880","1888","16","10.1016/j.procs.2020.03.207","https://www.scopus.com/pages/publications/85084446354?origin=resultslist","Twitter is one of the most comprehensive sources of public conversations over the world. As a platform, it provides a medium to a large group of audience to express their views and opinions. Owing to the snowballing of the cheaper smartphone market coupled with cheaper data services, the platform has experienced an enormous increase in its use and has become a good medium of influence. Hence, Twitter data i.e. around 1.1 lakh tweets over a period of three months (January to March, 2019) are used to extract the tweets surrounding the discussion of future of work which is the result of the emerging technologies vis-à-vis automation, IoT and Industry 4.0. to understand the perceptions of people, organizations and businesses regarding the same. Furthermore, themes surrounding the discussions are identified and technology enablers that are perceived to bring about a change in the future of work. The social media discussions can strongly influence the opinions and perceptions of people, businesses or organizations regarding Future of Work. The results of sentiment analysis exhibit that there is not much negative sentiment regarding the change in nature of work. Artificial Intelligence and Robotics are identified as the main technology enablers. © 2020 The Authors. Published by Elsevier B.V.","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85084446354"
"Hartmann S.; Valles R.; Schmitt A.; Al-Zuriqat T.; Dragos K.; Gölzhäuser P.; Jung J.T.; Villinger G.; Varela Rojas D.; Bergmann M.; Pullmann T.; Heimer D.; Stahl C.; Stollewerk A.; Hilgers M.; Jansen E.; Schoenebeck B.; Buchholz O.; Papadakis I.; Merkle D.R.; Jäkel J.-I.; Mackenbach S.; Klemt-Albert K.; Reiterer A.; Smarsly K.","Hartmann, Sabine (58414956000); Valles, Raquel (59553694400); Schmitt, Annette (57217537027); Al-Zuriqat, Thamer (58162511000); Dragos, Kosmas (56928464600); Gölzhäuser, Peter (58666721100); Jung, Jan Thomas (59002685300); Villinger, Georg (59243001000); Varela Rojas, Diana (59553282500); Bergmann, Matthias (57200701014); Pullmann, Torben (57202645344); Heimer, Dirk (59553835900); Stahl, Christoph (59553694500); Stollewerk, Axel (59553836000); Hilgers, Michael (59553417100); Jansen, Eva (59553975000); Schoenebeck, Brigitte (59553282600); Buchholz, Oliver (57224347429); Papadakis, Ioannis (59553694600); Merkle, Dominik Robert (57219029720); Jäkel, Jan-Iwo (57886317400); Mackenbach, Sven (57220197249); Klemt-Albert, Katharina (57200299618); Reiterer, Alexander (55859682900); Smarsly, Kay (8880230300)","58414956000; 59553694400; 57217537027; 58162511000; 56928464600; 58666721100; 59002685300; 59243001000; 59553282500; 57200701014; 57202645344; 59553835900; 59553694500; 59553836000; 59553417100; 59553975000; 59553282600; 57224347429; 59553694600; 57219029720; 57886317400; 57220197249; 57200299618; 55859682900; 8880230300","Digital-Twin-Based Management of Sewer Systems: Research Strategy for the KaSyTwin Project","2025","Water (Switzerland)","17","3","299","","","8","10.3390/w17030299","https://www.scopus.com/pages/publications/85217659903?origin=resultslist","Sewer infrastructure is vital for flood prevention, environmental protection, and public health. As part of sewer infrastructure, sewer systems are prone to degradation. Traditional maintenance methods for sewer systems are largely manual and reactive and rely on inconsistent data, leading to inefficient maintenance. The KaSyTwin research project addresses the urgent need for efficient and resilient sewer system management methods in Germany, aiming to develop a methodology for the semi-automated development and utilization of digital twins of sewer systems to enhance data availability and operational resilience. Using advanced multi-sensor robotic platforms equipped with scanning and imaging systems, i.e., laser scanners and cameras, as well as artificial intelligence (AI), the KaSyTwin research project focuses on generating digital twin-enabled representations of sewer systems in real time. As a project report, this work outlines the research framework and proposed methodologies in the KaSyTwin research project. Digital twins of sewer systems integrated with AI technologies are expected to facilitate proactive maintenance, resilience forecasting against extreme weather events, and real-time damage detection. Furthermore, the KaSyTwin research project aspires to advance the digital management of sewer systems, ensuring long-term functionality and public welfare via on-demand structural health monitoring and non-destructive testing. © 2025 by the authors.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85217659903"
"Maslin E.; Leon A.","Maslin, Elaine (55651781300); Leon, Audrey (57198359241)","55651781300; 57198359241","The digital revolution: Is now","2017","Offshore Engineer","42","6","","20","24","1","","https://www.scopus.com/pages/publications/85020430225?origin=resultslist","Elaine Muslin and Audrey Leon look at how digitalization stands to make a big change in the offshore industry. BP has set out a plan to digitalize its business by 2020. Digital includes sensors, telecommunications networks, analytics, artificial intelligence and machine learning, simulation and optimization, and robotics, which, coupled with advanced condition monitoring and computational power, enables major changes to the way we work. It could even be block chain, which has the potential to be used to overhaul the way the industry tracks inventory, orders or payments, via a single distributed ledger. With 4G and soon 5G networks opening offshore, electrification of subsea assets, fiber optic sensing and communications, remote vehicles (subsea, platform-based and airborne), and mobile devices to access information and analytics, the potential for smart, remote working and operations opens up. Dealing with the shear amount of data available and getting it to where it can be used quickly, is still a challenge. This is where edge analytics comes into play. This concept decentralizes analytics. Statoil Technology Invest is investing in companies including Sekal, which provides trend analysis and drilling process automation; Raptor Oil, which is developing a signal processing system using acoustic signals to enable faster transfer speeds from the well bore; and Intelligent Mud Solutions, which intends to automate measurement of drilling and wellbore fluids.","Article","Final","","Scopus","2-s2.0-85020430225"
"Deogaonkar A.; Nanoty S.; Shrivastava A.; Jain G.","Deogaonkar, Anant (57215008714); Nanoty, Sampada (58043994400); Shrivastava, Archana (57191771370); Jain, Geetika (57200812435)","57215008714; 58043994400; 57191771370; 57200812435","Augment Human Resource Proximity Plumbing Cybernation","2021","Research Anthology on Human Resource Practices for the Modern Workforce","","","","911","920","0","10.4018/978-1-6684-3873-2.ch047","https://www.scopus.com/pages/publications/105023783127?origin=resultslist","The expeditious proliferation of artificial intelligence in the mainstream has rejigged the simplest processes of the various sectors in the most efficient way. With the advent of the era of cybernation, the work culture has been curbed with the timely developments and upgradation of the technology. Cybernation has propelled the growth of every respective sector of the vast corporate diaspora with time. The main aim of the cybernation being that of smoothening the complex, bulk tasks which exploit mass human energy, has seen much success in its purpose so far. But certain domains of the corporate diaspora still await the technological transformation of their respective processes. One such prominent domain and the real fuel of the corporate diaspora, the human resource has yet to expand its purview to imbibe and imbue cybernation in its certain processes. Human resource domain being the custodian of the corporate, wherein it is for the people and by the people though with the niche of Industry 4.0 beholds more space to expand the angle of understanding the term resource for the human, than human as an element of resource in itself. Multifarious human resource processes can be enhanced further with apt utility of digitization in order to optimize the user interface and user experience, boosting the overall employee experience amidst the corporate. Several certain customary functions of the human resources entail the adaptation of automation in more nuanced way to evolve parallel with the digitalization. Moreover, the millennial era further looks up to a transformed human resource with higher echelons of functions to be performed, digitally evolved jobs, an automated work environment, work culture well acquainted with the artificial intelligence. The effect of cybernation on the business acumen of futuristic human resource leaders, working in the rapid concurrent era of disruptions, without losing the human touch, will carve the future human resource structure. Therefore, the intent of this chapter is to study the detailed implications of automation, digitalization, and cybernation in the domain of human resources and to study and examine the dynamically changing HR functions with technological interventions and disruptions by proposing a literature review. © 2022, IGI Global.","Book chapter","Final","","Scopus","2-s2.0-105023783127"
"Hughes C.; Southern A.","Hughes, Carl (59826598000); Southern, Alan (6603623447)","59826598000; 6603623447","The world of work and the crisis of capitalism: Marx and the Fourth Industrial Revolution","2019","Journal of Classical Sociology","19","1","","59","71","20","10.1177/1468795X18810577","https://www.scopus.com/pages/publications/85060988492?origin=resultslist","Marx’s work on machines showed an initial clarity on where he believed technology sits in the means of production. The machine, its differentia specifica, while it consumes other forms of raw material just as the labourer consumes food, does not appear as the means of labour in the same way as that of the individual worker. How this fits in with contemporary debate around the Fourth Industrial Revolution and its re-shaping of the world of work is the focus in this article. Our examination of this is in the broader context of the crisis of capitalism, the tendency towards objectified labour and the view that automation, the ‘Uberization’ of the economy, is likely to sharpen the contradictions between capital and labour. Whether we are entering a time of post capitalism, or a post-work period, warnings of job loss associated with the convergence of robotisation, big data digitisation, bio-tech and artificial intelligence indicate that the tension and complexity of decreased labour inputs will lead to a more acute world of work. Here, we draw on the work of Marx to help stimulate ideas for investigating and analysing what the Fourth Industrial Revolution means for labour and how the neutrality of the technologies remains to be socially shaped. © The Author(s) 2019.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85060988492"
"Ma M.; Murphy J.; Salman N.; Li Z.; Chatar C.; Chatagnier J.","Ma, Marrie (57289407900); Murphy, Jeremy (57289408000); Salman, Nader (59430277900); Li, Zhen (57215872338); Chatar, Crispin (36174790500); Chatagnier, Justin (57289071100)","57289407900; 57289408000; 59430277900; 57215872338; 36174790500; 57289071100","Digitization of Drill Bit Inspections; User-Centered Design Methods to Automate Robotic Inspections","2021","SPE Annual Technical Conference Proceedings","","","","","","0","10.2118/206261-MS","https://www.scopus.com/pages/publications/105019057447?origin=resultslist","One unique facet of digital technology is the merging of separate technologies for new workflows and products. Like other industries, energy is also doing this. This project will automate the bit inspection process and this system will reduce labor costs, increase product quality, and improve bit performance. The innovation center is working on various aspects of the project, which aims to join automation technologies with robotic capabilities. Industrial robots are used extensively in traditional high-volume manufacturing applications. The high-mix, low-volume nature of oil and gas manufacturing operations has impeded deployment of automation solutions. Recent advances in sensors, computers, and machine learning now enable integrating robotics and automation technologies into these flexible manufacturing workflows. Driven by digital transformation, an automated inspection system for polycrystalline diamond compact (PDC) drill bits has been developed. The system uses high-resolution robotic 3D scanning, 2D imaging, and artificial intelligence to improve inspection efficiency and product quality. In our user-experience- (UX-) focused approach, we streamlined the user interface (UI) research methods to develop the robotic inspection UI and successfully tested the design with end users. This paper introduces the inspection system and improved workflows for the PDC bits, illustrates the innovative UX/UI development process, and targeted evaluation with the end users, which is crucial before deploying the system in production. We also concluded with some recommended improvements to guide future work. Copyright © 2021, Society of Petroleum Engineers.","Conference paper","Final","","Scopus","2-s2.0-105019057447"
"Giardina P.G.; Bernini G.; Carcel J.L.; Rosales R.; Frascolla V.; Szilágyi P.; Velasco L.; Agraz F.; Spadaro S.; Doostnejad R.; Chiasserini C.F.; Robitzsch S.; Calvillo A.","Giardina, Pietro G. (57194397543); Bernini, Giacomo (37048716400); Carcel, Jose Luis (57195337792); Rosales, Rafael (59042325800); Frascolla, Valerio (35147921800); Szilágyi, Péter (27267938200); Velasco, Luis (16551353200); Agraz, Fernando (14037079200); Spadaro, Salvatore (6603582061); Doostnejad, Roya (6506688715); Chiasserini, Carla Fabiana (7004886008); Robitzsch, Sebastian (26535072500); Calvillo, Alejandro (60038386900)","57194397543; 37048716400; 57195337792; 59042325800; 35147921800; 27267938200; 16551353200; 14037079200; 6603582061; 6506688715; 7004886008; 26535072500; 60038386900","A hierarchical AI-based control plane solution for multi-technology deterministic networks","2023","Proceedings of the International Symposium on Mobile Ad Hoc Networking and Computing (MobiHoc)","","","","316","321","6","10.1145/3565287.3617605","https://www.scopus.com/pages/publications/85176132878?origin=resultslist","Following the Industry 4.0 vision of a full digitization of the industry, time-critical services and applications, allowing network infrastructures to deliver information with determinism and reliability, are becoming more and more relevant for a set of vertical sectors. As a consequence, deterministic network solutions are progressively emerging, albeit they are still bounded to specific technological domains. Even considering the existence of interconnected deterministic networks, the provision of an end-to-end (E2E) deterministic service over them must rely on a specific control plane architecture, capable of seamlessly integrate and control the underlying multi-technology data plane. In this work, we envision such a control plane solution, extending previous works and exploiting several innovations and novel architectural concepts. The proposed control architecture is service-centric, in order to provide the necessary flexibility, scalability, and modularity to deal with a heterogenous data plane. The architecture is hierarchical and encompasses a set of management platforms to interact with specific network technologies overarched by an E2E platform for the management, monitoring, and control of E2E deterministic services. Furthermore, Artificial Intelligence (AI) and Digital Twinning are used to enable network predictability and automation, as well as smart resource allocation, to ensure service reliability in dynamic scenarios where existing services may terminate and new ones may need to be deployed.  © 2023 ACM.","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85176132878"
"Kodela V.","Kodela, Venkatesh (60050687700)","60050687700","AI and automation in cyber defense: Transforming security strategies in the food supply chain","2025","Modernizing the Food Industry: AI-Powered Infrastructure, Security, and Supply Chain Innovation","","","","281","304","0","10.4018/979-8-3373-5288-6.ch013","https://www.scopus.com/pages/publications/105013900222?origin=resultslist","The rapid digitization of the food production industry has led to an increased reliance on smart technologies, IoT- enabled systems, and automated supply chains. While these advancements enhance productivity and efficiency, they also expose critical infrastructure to evolving cybersecurity threats. This book chapter explores the role of Artificial Intelligence (AI) and automation in fortifying cyber defense mechanisms tailored for the food production sector. AI- powered threat detection, predictive analytics, and automated incident response systems are redefining traditional security strategies, enabling proactive threat mitigation. The chapter delves into key areas such as machine learning- driven anomaly detection, blockchain- based food traceability, real- time network monitoring, and cybersecurity compliance frameworks. © 2026 by IGI Global Scientific Publishing. All rights reserved.","Book chapter","Final","","Scopus","2-s2.0-105013900222"
"Haid C.; Unruh C.; Pröger I.; Fottner J.; Büthe T.","Haid, Charlotte (56963758400); Unruh, Charlotte (57192156284); Pröger, Isabel (57393557800); Fottner, Johannes (57197850419); Büthe, Tim (8631779700)","56963758400; 57192156284; 57393557800; 57197850419; 8631779700","Human Preference-aware Staff Scheduling with Artificial Intelligence in Logistics; [Personaleinsatzplanung in der Logistik Berücksichtigung von Mitarbeiterpräferenzen in der Zuteilung von Arbeitsplätzen mithilfe von Artificial Intelligence]","2021","ZWF Zeitschrift fuer Wirtschaftlichen Fabrikbetrieb","116","12","","908","912","3","10.1515/zwf-2021-0160","https://www.scopus.com/pages/publications/85122752810?origin=resultslist","Digitization and automation highly increases the amount of available process data in logistics. To use data in a way that employees rights and values are adequatly considered, the HPAO (human preference-aware optimization) research project is investigating new possibilities of data usage in personnel deployment planning. Technical and ethical aspects are investigated equally. Artificial Intelligence Algorithms can take large amounts of data and contraints in the allocation in account and are thus considered to match workers to workplaces in the project. An operational system will be created by developing a survey-based methodology to measure staff preferences, identifying suitable allocation algorithms and producing mock-ups of the software, which will be examined in user studies for applicability and transparency. This serves as a case study and basis for the development of ethical guidelines for employee-centered technology.  © 2021 Walter de Gruyter GmbH, Berlin/Boston.","Article","Final","","Scopus","2-s2.0-85122752810"
"Silva A.C.; Machado J.; Sampaio P.","Silva, Anabela Costa (59164966200); Machado, José (57943272100); Sampaio, Paulo (8236244000)","59164966200; 57943272100; 8236244000","Predictive quality model for customer defects","2024","TQM Journal","36","9","","155","174","14","10.1108/TQM-09-2023-0302","https://www.scopus.com/pages/publications/85195506444?origin=resultslist","Purpose: In the context of the journey toward digital transformation and the realization of a fully connected factory, concepts such as data science, artificial intelligence (AI), machine learning (ML) and even predictive models emerge as indispensable pillars. Given the relevance of these topics, the present study focused on the analysis of customer complaint data, employing ML techniques to anticipate complaint accountability. The primary objective was to enhance data accessibility, harnessing the potential of ML models to optimize the complaint handling process and thereby positively contribute to data-driven decision-making. This approach aimed not only to reduce the number of units to be analyzed and customer response time but also to underscore the pressing need for a paradigm shift in quality management. The application of AI techniques sought to enhance not only the efficiency of the complaint handling process and data accessibility but also to demonstrate how the integration of these innovative approaches could profoundly transform the way quality is conceived and managed within organizations. Design/methodology/approach: To conduct this study, real customer complaint data from an automotive company was utilized. Our main objective was to highlight the importance of artificial intelligence (AI) techniques in the context of quality. To achieve this, we adopted a methodology consisting of 10 distinct phases: business analysis and understanding; project plan definition; sample definition; data exploration; data processing and pre-processing; feature selection; acquisition of predictive models; evaluation of the models; presentation of the results; and implementation. This methodology was adapted from data mining methodologies referenced in the literature, taking into account the specific reality of the company under study. This ensured that the obtained results were applicable and replicable across different fields, thereby strengthening the relevance and generalizability of our research findings. Findings: The achieved results not only demonstrated the ability of ML models to predict complaint accountability with an accuracy of 64%, but also underscored the significance of the adopted approach within the context of Quality 4.0 (Q4.0). This study served as a proof of concept in complaint analysis, enabling process automation and the development of a guide applicable across various areas of the company. The successful integration of AI techniques and Q4.0 principles highlighted the pressing need to apply concepts of digitization and artificial intelligence in quality management. Furthermore, it emphasized the critical importance of data, its organization, analysis and availability in driving digital transformation and enhancing operational efficiency across all company domains. In summary, this work not only showcased the advancements achieved through ML application but also emphasized the pivotal role of data and digitization in the ongoing evolution of Quality 4.0. Originality/value: This study presents a significant contribution by exploring complaint data within the organization, an area lacking investigation in real-world contexts, particularly focusing on practical applications. The development of standardized processes for data handling and the application of predictions for classification models not only demonstrated the viability of this approach but also provided a valuable proof of concept for the company. Most importantly, this work was designed to be replicable in other areas of the factory, serving as a fundamental basis for the company’s data scientists. Until then, limited data access and lack of automation in its treatment and analysis represented significant challenges. In the context of Quality 4.0, this study highlights not only the immediate advantages for decision-making and predicting complaint outcomes but also the long-term benefits, including clearer and standardized processes, data-driven decision-making and improved analysis time. Thus, this study not only underscores the importance of data and the application of AI techniques in the era of quality but also fills a knowledge gap by providing an innovative and replicable approach to complaint analysis within the organization. In terms of originality, this article stands out for addressing an underexplored area and providing a tangible and applicable solution for the company, highlighting the intrinsic value of aligning quality with AI and digitization. © 2024, Anabela Costa Silva, José Machado and Paulo Sampaio.","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85195506444"
"Kutlu H.; Brucker F.; Kallendrusch B.; Santos P.; Kuijper A.","Kutlu, Hasan (59389651700); Brucker, Felix (60342434700); Kallendrusch, Ben (60342463000); Santos, Pedro (35549631200); Kuijper, Arjan (56131137100)","59389651700; 60342434700; 60342463000; 35549631200; 56131137100","Optimizing autonomous multi-view stereo scans using AI based image masking within cultural heritage digitization","2026","Multimedia Tools and Applications","85","1","9","","","0","10.1007/s11042-026-21262-1","https://www.scopus.com/pages/publications/105028066691?origin=resultslist","Image masking is essential in the field of 3D reconstruction for cultural heritage objects. It is used to accelerate the reconstruction process by removing background noise and accurately reconstructing the object only. The autonomous iterative Multi-View Stereo 3D scanner from the Fraunhofer Institute for Computer Graphics Research, within the Cultural Heritage Digitization department, requires binary masks to scan objects efficiently, regardless of the surrounding environment, geometry or color of the object, background color, and stabilizing mount. However, conventional masking methods can produce incorrect masks, leading to an inefficient or even abortive scan. Until now, these cases have been solved by parameter optimizations of the conventional masking method or changes in the scanning environment. This does not align with the principles of automation, since non-technical users in museums, archives, etc. should be able to use the autonomous iterative scanning workflow without additional effort. In addition to the real scan data used for training the presented networks, an automated Blender pipeline is also introduced, which generates additional synthetic data for training. Therefore, we evaluate if the latest state-of-the-art artificial intelligence segmentation methods can be used for these challenging cases without compromising their performance in simpler scenarios. This paper shows that with the proper network and datasets, masks of difficult objects or scenarios can be generated that can be used within the autonomous iterative scanning workflow. Thus, parameter and environment optimizations are no longer necessary. © The Author(s) 2026.","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105028066691"
